,origin,destination,register,flight_num,airplane,scheduled_date,scheduled_time,actual_date,actual_time,day,status1,status2,airline_icao,international,delay,ftype,miladi_scheduled,miladi_actual,id,airline,latitude_deg,longitude_deg
122,OIII,OICC,EPATG,IRC624,F100,1402-01-02,20:55:00,1402-01-02,21:08:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,13,departure,2023-03-22,2023-03-22,123,آسمان,35.68920135498047,51.31340026855469
123,OISS,OIAA,,IRC3820,F100,1402-01-02,20:55:00,1402-01-02,21:05:00,چهار شنبه,نشست ,NULL,IRC,0,10,arrival,2023-03-22,2023-03-22,124,آسمان,29.5392,52.589802
124,OIMM,OIAW,,IRC837,F100,1402-01-02,18:15:00,1402-01-02,20:37:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,142,departure,2023-03-22,2023-03-22,125,آسمان,36.235198974609375,59.64099884033203
125,OIBI,OIII,,IRC823,737-700,1402-01-02,20:30:00,1402-01-02,20:30:00,چهار شنبه,طبق برنامه ,NULL,IRC,0,0,arrival,2023-03-22,2023-03-22,126,آسمان,27.4814,52.615501
126,OISS,OIII,NULL,IRC825,100,1402-01-02,19:10:00,1402-01-02,20:30:00,چهارشنبه,NULL,NULL,EP,0,0,departure,2023-03-22,2023-03-22,127,آسمان,29.5392,52.589802
127,OISS,OIAA,NULL,IRC3820,NULL,1402-01-02,19:50:00,1402-01-02,20:21:00,چهارشنبه,NULL,NULL,EP,0,0,departure,2023-03-22,2023-03-22,128,آسمان,29.5392,52.589802
128,OIII,OING,EPATZ,IRC632,ATR-72-500,1402-01-02,20:05:00,1402-01-02,20:12:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,7,departure,2023-03-22,2023-03-22,129,آسمان,35.68920135498047,51.31340026855469
129,OIII,OISS,NULL,IRC824,100,1402-01-02,18:10:00,1402-01-02,19:38:00,چهارشنبه,NULL,NULL,EP,0,0,arrival,2023-03-22,2023-03-22,130,آسمان,35.68920135498047,51.31340026855469
130,OIII,OIMM,,IRC610,F100,1402-01-02,17:15:00,1402-01-02,19:37:00,چهار شنبه,نشست ,NULL,IRC,0,142,arrival,2023-03-22,2023-03-22,131,آسمان,35.68920135498047,51.31340026855469
131,OIMM,OIII,EPAPQ,IRC603,737-700,1402-01-02,19:40:00,1402-01-02,19:24:00,چهار شنبه,نشست ,NULL,IRC,0,-16,arrival,2023-03-22,2023-03-22,132,آسمان,36.235198974609375,59.64099884033203
132,OITT,OISS,NULL,IRC3813,100,1402-01-02,18:45:00,1402-01-02,19:18:00,چهارشنبه,NULL,NULL,EP,0,0,arrival,2023-03-22,2023-03-22,133,آسمان,38.1338996887207,46.23500061035156
133,OIMM,OIII,EPATG,IRC601,F100,1402-01-02,19:00:00,1402-01-02,18:54:00,چهار شنبه,نشست ,NULL,IRC,0,-6,arrival,2023-03-22,2023-03-22,134,آسمان,36.235198974609375,59.64099884033203
134,OIGG,OIII,EPATZ,IRC845,ATR-72-500,1402-01-02,19:05:00,1402-01-02,18:43:00,چهار شنبه,نشست ,NULL,IRC,0,-22,arrival,2023-03-22,2023-03-22,135,آسمان,37.323333,49.617778
135,OIII,OISS,EPATF,IRC824,F100,1402-01-02,16:40:00,1402-01-02,18:35:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,115,departure,2023-03-22,2023-03-22,136,آسمان,35.68920135498047,51.31340026855469
136,OISS,OIII,,IRC3774,F100,1402-01-02,18:25:00,1402-01-02,18:25:00,چهار شنبه,طبق برنامه ,NULL,IRC,0,0,arrival,2023-03-22,2023-03-22,137,آسمان,29.5392,52.589802
137,OIMM,OIII,,IRC603,B737,1402-01-02,18:10:00,1402-01-02,18:22:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,12,departure,2023-03-22,2023-03-22,138,آسمان,36.235198974609375,59.64099884033203
138,OIII,OIMM,EPATE,IRC610,F100,1402-01-02,15:45:00,1402-01-02,18:18:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,153,departure,2023-03-22,2023-03-22,139,آسمان,35.68920135498047,51.31340026855469
139,OIMM,OIII,,IRC601,F100,1402-01-02,17:30:00,1402-01-02,17:51:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,21,departure,2023-03-22,2023-03-22,140,آسمان,36.235198974609375,59.64099884033203
140,OIGG,OIII,,IRC845,ATR-72-500,1402-01-02,17:50:00,1402-01-02,17:50:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,0,departure,2023-03-22,2023-03-22,141,آسمان,37.323333,49.617778
141,OITT,OISS,NULL,IRC3813,100,1402-01-02,16:55:00,1402-01-02,17:25:00,چهارشنبه,NULL,NULL,EP,0,0,departure,2023-03-22,2023-03-22,142, آسمان,38.1338996887207,46.23500061035156
142,OIYY,OIMM,,IRC619,B737,1402-01-02,17:10:00,1402-01-02,17:02:00,چهار شنبه,نشست ,NULL,IRC,0,-8,arrival,2023-03-22,2023-03-22,143,آسمان,31.9048995972,54.2765007019
143,OIII,OIGG,,IRC844,ATR-72-500,1402-01-02,17:15:00,1402-01-02,16:55:00,چهار شنبه,نشست ,NULL,IRC,0,-20,arrival,2023-03-22,2023-03-22,144,آسمان,35.68920135498047,51.31340026855469
144,OINN,OIMM,,IRC605,F100,1402-01-02,16:45:00,1402-01-02,16:45:00,چهار شنبه,باطل شد ,NULL,IRC,0,0,arrival,2023-03-22,2023-03-22,145,آسمان,36.66329956054688,51.46469879150391
145,OISS,OITT,NULL,IRC3812,100,1402-01-02,16:25:00,1402-01-02,16:35:00,چهارشنبه,NULL,NULL,EP,0,0,arrival,2023-03-22,2023-03-22,146, آسمان,29.5392,52.589802
146,OIII,OIBI,,IRC822,737-700,1402-01-02,16:30:00,1402-01-02,16:30:00,چهار شنبه,طبق برنامه ,NULL,IRC,0,0,departure,2023-03-22,2023-03-22,147,آسمان,35.68920135498047,51.31340026855469
147,OIII,OIGG,EPATZ,IRC844,ATR-72-500,1402-01-02,15:55:00,1402-01-02,16:14:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,19,departure,2023-03-22,2023-03-22,148,آسمان,35.68920135498047,51.31340026855469
148,OICI,OIII,EPATE,IRC843,F100,1402-01-02,15:25:00,1402-01-02,15:41:00,چهار شنبه,نشست ,NULL,IRC,0,16,arrival,2023-03-22,2023-03-22,149,آسمان,33.58660125732422,46.40480041503906
149,OIZH,OIII,,IRC851,737-700,1402-01-02,15:30:00,1402-01-02,15:30:00,چهار شنبه,طبق برنامه ,NULL,IRC,0,0,arrival,2023-03-22,2023-03-22,150,آسمان,29.47570037841797,60.90620040893555
150,OITR,OIII,EPATF,IRC3855,F100,1402-01-02,14:45:00,1402-01-02,15:26:00,چهار شنبه,نشست ,NULL,IRC,0,41,arrival,2023-03-22,2023-03-22,151,آسمان,37.6680984497,45.0686988831
151,OISS,OITT,NULL,IRC3812,100,1402-01-02,14:30:00,1402-01-02,14:56:00,چهارشنبه,NULL,NULL,EP,0,0,departure,2023-03-22,2023-03-22,152,آسمان,29.5392,52.589802
152,OIII,OICI,,IRC842,100,1402-01-02,13:45:00,1402-01-02,14:40:00,چهار شنبه,نشست ,NULL,IRC,0,55,arrival,2023-03-22,2023-03-22,153,آسمان,35.68920135498047,51.31340026855469
153,OICI,OIII,,IRC843,100,1402-01-02,14:15:00,1402-01-02,14:30:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,15,departure,2023-03-22,2023-03-22,154,آسمان,33.58660125732422,46.40480041503906
154,OING,OIII,EPATZ,IRC631,ATR-72-500,1402-01-02,14:30:00,1402-01-02,14:15:00,چهار شنبه,نشست ,NULL,IRC,0,-15,arrival,2023-03-22,2023-03-22,155,آسمان,36.9094009399,54.4012985229
155,OIMM,OIYY,,IRC618,B737,1402-01-02,13:10:00,1402-01-02,13:40:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,30,departure,2023-03-22,2023-03-22,156,آسمان,36.235198974609375,59.64099884033203
156,OIKB,OISS,NULL,IRC3795,100,1402-01-02,13:30:00,1402-01-02,13:39:00,چهارشنبه,NULL,NULL,EP,0,0,arrival,2023-03-22,2023-03-22,157,آسمان,27.218299865722656,56.37779998779297
157,OIMM,OINN,,IRC604,F100,1402-01-02,13:20:00,1402-01-02,13:20:00,چهار شنبه,باطل شد ,NULL,IRC,0,0,departure,2023-03-22,2023-03-22,158,آسمان,36.235198974609375,59.64099884033203
158,OING,OIII,,IRC631,ATR-72-500,1402-01-02,13:10:00,1402-01-02,13:20:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,10,departure,2023-03-22,2023-03-22,159,آسمان,36.9094009399,54.4012985229
159,OICI,OIMM,,IRC3901,F100,1402-01-02,12:35:00,1402-01-02,13:08:00,چهار شنبه,نشست ,NULL,IRC,0,33,arrival,2023-03-22,2023-03-22,160,آسمان,33.58660125732422,46.40480041503906
160,OIII,OICI,EPATE,IRC842,F100,1402-01-02,12:30:00,1402-01-02,12:52:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,22,departure,2023-03-22,2023-03-22,161,آسمان,35.68920135498047,51.31340026855469
161,OIII,OITR,EPATF,IRC3854,F100,1402-01-02,11:55:00,1402-01-02,12:45:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,50,departure,2023-03-22,2023-03-22,162,آسمان,35.68920135498047,51.31340026855469
162,OIMM,OING,,IRC637,ATR-72-500,1402-01-02,12:30:00,1402-01-02,12:32:00,چهار شنبه,نشست ,NULL,IRC,0,2,arrival,2023-03-22,2023-03-22,163,آسمان,36.235198974609375,59.64099884033203
163,OIII,OIMM,,IRC602,B737,1402-01-02,12:10:00,1402-01-02,12:14:00,چهار شنبه,نشست ,NULL,IRC,0,4,arrival,2023-03-22,2023-03-22,164,آسمان,35.68920135498047,51.31340026855469
164,OIFM,ORNI,NULL,IRC6545,B737-400,1402-01-02,11:40:00,1402-01-02,11:50:00,چهارشنبه,NULL,NULL,EP,1,0,departure,2023-03-22,2023-03-22,165, آسمان,32.75080108642578,51.86130142211914
165,OIKY,OIII,EPATE,IRC3727,F100,1402-01-02,11:30:00,1402-01-02,11:36:00,چهار شنبه,نشست ,NULL,IRC,0,6,arrival,2023-03-22,2023-03-22,166,آسمان,29.550899505615234,55.672698974609375
166,OISS,OIKB,NULL,IRC3794,100,1402-01-02,10:50:00,1402-01-02,11:21:00,چهارشنبه,NULL,NULL,EP,0,0,departure,2023-03-22,2023-03-22,167,آسمان,29.5392,52.589802
167,OIMM,OING,,IRC637,ATR,1402-01-02,10:45:00,1402-01-02,11:19:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,34,departure,2023-03-22,2023-03-22,168,آسمان,36.235198974609375,59.64099884033203
168,OIII,OIMM,EPAPQ,IRC602,737-700,1402-01-02,10:40:00,1402-01-02,11:06:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,26,departure,2023-03-22,2023-03-22,169,آسمان,35.68920135498047,51.31340026855469
169,OICI,OIMM,,IRC3901,100,1402-01-02,10:35:00,1402-01-02,10:55:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,20,departure,2023-03-22,2023-03-22,170,آسمان,33.58660125732422,46.40480041503906
170,OIKB,OIII,EPATF,IRC645,FOKER100,1402-01-02,10:50:00,1402-01-02,10:48:00,چهار شنبه,نشست ,NULL,IRC,0,-2,arrival,2023-03-22,2023-03-22,171,آسمان,27.218299865722656,56.37779998779297
171,ORNI,OIFM,NULL,IRC6544,B737-400,1402-01-02,10:40:00,1402-01-02,10:40:00,چهارشنبه,NULL,NULL,EP,1,0,arrival,2023-03-22,2023-03-22,172, آسمان,31.989853,44.404317
172,OIMM,OICI,,IRC3900,100,1402-01-02,10:05:00,1402-01-02,10:08:00,چهار شنبه,نشست ,NULL,IRC,0,3,arrival,2023-03-22,2023-03-22,173,آسمان,36.235198974609375,59.64099884033203
173,OING,OIMM,,IRC636,ATR,1402-01-02,09:55:00,1402-01-02,10:05:00,چهار شنبه,نشست ,NULL,IRC,0,10,arrival,2023-03-22,2023-03-22,174,آسمان,36.9094009399,54.4012985229
174,OIII,OISS,NULL,IRC3771,100,1402-01-02,09:50:00,1402-01-02,09:40:00,چهارشنبه,NULL,NULL,EP,0,0,arrival,2023-03-22,2023-03-22,175,آسمان,35.68920135498047,51.31340026855469
175,OIBB,OIII,EPAPQ,IRC3915,737-700,1402-01-02,09:35:00,1402-01-02,09:26:00,چهار شنبه,نشست ,NULL,IRC,0,-9,arrival,2023-03-22,2023-03-22,176,آسمان,28.9447994232,50.8345985413
176,OIKB,OIII,NULL,IRC645,100,1402-01-02,09:10:00,1402-01-02,09:18:00,چهارشنبه,NULL,NULL,EP,0,0,departure,2023-03-22,2023-03-22,177, آسمان,27.218299865722656,56.37779998779297
177,OIII,OISS,EPASR,IRC3771,F100,1402-01-02,08:25:00,1402-01-02,08:38:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,13,departure,2023-03-22,2023-03-22,178,آسمان,35.68920135498047,51.31340026855469
178,OIII,OIKB,NULL,IRC644,100,1402-01-02,08:40:00,1402-01-02,08:36:00,چهارشنبه,NULL,NULL,EP,0,0,arrival,2023-03-22,2023-03-22,179, آسمان,35.68920135498047,51.31340026855469
179,OING,OIMM,,IRC636,ATR-72-500,1402-01-02,08:20:00,1402-01-02,08:32:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,12,departure,2023-03-22,2023-03-22,180,آسمان,36.9094009399,54.4012985229
180,OIII,OIKY,EPATE,IRC3726,F100,1402-01-02,08:00:00,1402-01-02,08:21:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,21,departure,2023-03-22,2023-03-22,181,آسمان,35.68920135498047,51.31340026855469
181,OIBB,OIII,NULL,IRC3915,NULL,1402-01-02,08:10:00,1402-01-02,08:20:00,چهارشنبه,NULL,NULL,EP,0,0,departure,2023-03-22,2023-03-22,182, آسمان,28.9447994232,50.8345985413
182,OIMM,OICI,,IRC3900,F100,1402-01-02,07:50:00,1402-01-02,08:14:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,24,departure,2023-03-22,2023-03-22,183,آسمان,36.235198974609375,59.64099884033203
183,OIII,OING,,IRC630,ATR-72-500,1402-01-02,07:40:00,1402-01-02,07:41:00,چهار شنبه,نشست ,NULL,IRC,0,1,arrival,2023-03-22,2023-03-22,184,آسمان,35.68920135498047,51.31340026855469
184,OIII,OIBB,NULL,IRC3914,NULL,1402-01-02,07:15:00,1402-01-02,07:20:00,چهارشنبه,NULL,NULL,EP,0,0,arrival,2023-03-22,2023-03-22,185, آسمان,35.68920135498047,51.31340026855469
185,OISS,OIII,EPASR,IRC3770,F100,1402-01-02,07:25:00,1402-01-02,07:04:00,چهار شنبه,نشست ,NULL,IRC,0,-21,arrival,2023-03-22,2023-03-22,186,آسمان,29.5392,52.589802
186,OIII,OIKB,EPATF,IRC644,FOKER100,1402-01-02,06:50:00,1402-01-02,07:03:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,13,departure,2023-03-22,2023-03-22,187,آسمان,35.68920135498047,51.31340026855469
187,OIII,OIMM,,IRC600,F100,1402-01-02,07:00:00,1402-01-02,06:59:00,چهار شنبه,نشست ,NULL,IRC,0,-1,arrival,2023-03-22,2023-03-22,188,آسمان,35.68920135498047,51.31340026855469
188,OIII,OIZH,,IRC850,737-700,1402-01-02,06:40:00,1402-01-02,06:40:00,چهار شنبه,طبق برنامه ,NULL,IRC,0,0,departure,2023-03-22,2023-03-22,189,آسمان,35.68920135498047,51.31340026855469
189,OISS,OIII,EPATE,IRC3768,F100,1402-01-02,06:55:00,1402-01-02,06:37:00,چهار شنبه,نشست ,NULL,IRC,0,-18,arrival,2023-03-22,2023-03-22,190,آسمان,29.5392,52.589802
190,OIII,OING,EPATZ,IRC630,ATR-72-500,1402-01-02,06:10:00,1402-01-02,06:31:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,21,departure,2023-03-22,2023-03-22,191,آسمان,35.68920135498047,51.31340026855469
191,OIII,OIBB,EPAPQ,IRC3914,737-700,1402-01-02,05:45:00,1402-01-02,06:11:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,26,departure,2023-03-22,2023-03-22,192,آسمان,35.68920135498047,51.31340026855469
192,OISS,OIII,NULL,IRC3770,100,1402-01-02,06:00:00,1402-01-02,06:00:00,چهارشنبه,NULL,NULL,EP,0,0,departure,2023-03-22,2023-03-22,193,آسمان,29.5392,52.589802
193,OIII,OIMM,EPATG,IRC600,F100,1402-01-02,05:25:00,1402-01-02,05:45:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,20,departure,2023-03-22,2023-03-22,194,آسمان,35.68920135498047,51.31340026855469
194,OISS,OIII,NULL,IRC3768,100,1402-01-02,05:30:00,1402-01-02,05:35:00,چهارشنبه,NULL,NULL,EP,0,0,departure,2023-03-22,2023-03-22,195,آسمان,29.5392,52.589802
195,OIII,OISS,NULL,IRC3773,100,1402-01-02,01:40:00,1402-01-02,03:50:00,چهارشنبه,NULL,NULL,EP,0,0,arrival,2023-03-22,2023-03-22,196,آسمان,35.68920135498047,51.31340026855469
196,OIBK,OISS,NULL,IRC3805,100,1402-01-02,02:10:00,1402-01-02,01:46:00,چهارشنبه,NULL,NULL,EP,0,0,arrival,2023-03-22,2023-03-22,197,آسمان,26.5261993408,53.9802017212
197,OISS,OIII,EPATG,IRC3781,F100,1402-01-02,01:00:00,1402-01-02,01:42:00,چهار شنبه,نشست ,NULL,IRC,0,42,arrival,2023-03-22,2023-03-22,198,آسمان,29.5392,52.589802
198,OIMM,OIII,EPATF,IRC611,F100,1402-01-02,01:00:00,1402-01-02,01:30:00,چهار شنبه,نشست ,NULL,IRC,0,30,arrival,2023-03-22,2023-03-22,199,آسمان,36.235198974609375,59.64099884033203
199,OIAW,OIII,EPAPQ,IRC833,737,1402-01-02,00:35:00,1402-01-02,01:05:00,چهار شنبه,نشست ,NULL,IRC,0,30,arrival,2023-03-22,2023-03-22,200,آسمان,31.3374,48.762001
200,OIMM,OIII,,IRC611,F100,1402-01-02,23:30:00,1402-01-03,01:55:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,145,departure,2023-03-22,2023-03-23,201,آسمان,36.235198974609375,59.64099884033203
201,OIAW,OIMM,,IRC836,F100,1402-01-02,22:35:00,1402-01-03,01:00:00,چهار شنبه,نشست ,NULL,IRC,0,145,arrival,2023-03-22,2023-03-23,202,آسمان,31.3374,48.762001
202,OIAA,OIII,,IRC861,F100,1402-01-02,23:15:00,1402-01-03,00:40:00,چهار شنبه,پرواز كرد ,NULL,IRC,0,85,departure,2023-03-22,2023-03-23,203,آسمان,30.367887,48.230075
203,OIZH,OIMM,,IRC852,F100,1402-01-03,21:55:00,1402-01-03,23:43:00,پنج شنبه,LANDED,NULL,IRC,0,108,arrival,2023-03-23,2023-03-23,204,آسمان,29.47570037841797,60.90620040893555
204,OING,OIII,EPATZ,IRC633,ATR-72-500,1402-01-03,23:35:00,1402-01-03,23:35:00,پنج شنبه,تاخیر ,NULL,IRC,0,0,arrival,2023-03-23,2023-03-23,205,آسمان,36.9094009399,54.4012985229
205,OIII,OISS,EPATG,IRC3777,F100,1402-01-03,23:20:00,1402-01-03,23:35:00,پنج شنبه,پرواز كرد ,NULL,IRC,0,15,departure,2023-03-23,2023-03-23,206,آسمان,35.68920135498047,51.31340026855469
206,OIMM,OIII,EPATF,IRC603,FOKER100,1402-01-03,20:00:00,1402-01-03,23:30:00,پنج شنبه,نشست ,NULL,IRC,0,210,arrival,2023-03-23,2023-03-23,207,آسمان,36.235198974609375,59.64099884033203
207,OIYY,OIII,EPAPO,IRC3745,737,1402-01-03,23:40:00,1402-01-03,23:24:00,پنج شنبه,نشست ,NULL,IRC,0,-16,arrival,2023-03-23,2023-03-23,208,آسمان,31.9048995972,54.2765007019
208,OIII,OIYY,NULL,IRC3724,NULL,1402-01-03,22:55:00,1402-01-03,22:55:00,جمعه,منتظر اعلام بعدی,تا اطلاع ثانوی,EP,0,0,arrival,2023-03-23,2023-03-23,209,آسمان,35.68920135498047,51.31340026855469
209,OIII,OICC,EPATE,IRC624,F100,1402-01-03,19:50:00,1402-01-03,22:47:00,پنج شنبه,پرواز كرد ,NULL,IRC,0,177,departure,2023-03-23,2023-03-23,210,آسمان,35.68920135498047,51.31340026855469
210,OIGG,OIII,EPATZ,IRC845,ATR-72-500,1402-01-03,19:00:00,1402-01-03,22:45:00,پنج شنبه,نشست ,NULL,IRC,0,225,arrival,2023-03-23,2023-03-23,211,آسمان,37.323333,49.617778
211,OIZH,OIMM,NULL,IRC852,NULL,1402-01-03,20:30:00,1402-01-03,22:30:00,پنجشنبه,پروازکرد22:30,NULL,EP,0,0,departure,2023-03-23,2023-03-23,212, آسمان,29.47570037841797,60.90620040893555
212,OICC,OIII,EPATE,IRC625,F100,1402-01-03,22:20:00,1402-01-03,22:20:00,پنج شنبه,تاخیر ,NULL,IRC,0,0,arrival,2023-03-23,2023-03-23,213,آسمان,34.3459014893,47.1581001282
213,OING,OIII,,IRC633,ATR-72-500,1402-01-03,22:10:00,1402-01-03,22:10:00,پنج شنبه,Check in Closed,NULL,IRC,0,0,departure,2023-03-23,2023-03-23,214,آسمان,36.9094009399,54.4012985229
214,OIII,OIAW,,IRC832,F100,1402-01-03,21:55:00,1402-01-03,21:55:00,پنج شنبه,دريافت كارت پرواز ,NULL,IRC,0,0,departure,2023-03-23,2023-03-23,215,آسمان,35.68920135498047,51.31340026855469
215,OIII,OISS,EPAPQ,IRC3780,B737,1402-01-03,21:00:00,1402-01-03,21:55:00,پنج شنبه,پرواز كرد ,NULL,IRC,0,55,departure,2023-03-23,2023-03-23,216,آسمان,35.68920135498047,51.31340026855469
216,OIMM,OIZH,NULL,IRC853,NULL,1402-01-03,20:00:00,1402-01-03,21:35:00,پنجشنبه, نشست21:35,NULL,EP,0,0,arrival,2023-03-23,2023-03-23,217, آسمان,36.235198974609375,59.64099884033203
217,OIII,OING,,IRC632,ATR-72-500,1402-01-03,21:30:00,1402-01-03,21:30:00,پنج شنبه,Delayed|تاخیر ,NULL,IRC,0,0,arrival,2023-03-23,2023-03-23,218,آسمان,35.68920135498047,51.31340026855469
218,OITT,OIII,EPATE,IRC641,F100,1402-01-03,18:50:00,1402-01-03,21:24:00,پنج شنبه,نشست ,NULL,IRC,0,154,arrival,2023-03-23,2023-03-23,219,آسمان,38.1338996887207,46.23500061035156
219,OIII,OICC,,IRC624,100,1402-01-03,20:50:00,1402-01-03,20:50:00,پنج شنبه,تاخیر ,NULL,IRC,0,0,arrival,2023-03-23,2023-03-23,220,آسمان,35.68920135498047,51.31340026855469
220,OITL,OIII,EPATG,IRC3711,F100,1402-01-03,16:45:00,1402-01-03,20:49:00,پنج شنبه,نشست ,NULL,IRC,0,244,arrival,2023-03-23,2023-03-23,221,آسمان,38.3256988525,48.4244003296
221,OITR,OIII,EPAPQ,IRC3855,737-200,1402-01-03,20:45:00,1402-01-03,20:46:00,پنج شنبه,نشست ,NULL,IRC,0,1,arrival,2023-03-23,2023-03-23,222,آسمان,37.6680984497,45.0686988831
222,OIII,OITL,,IRC3710,F100,1402-01-03,19:15:00,1402-01-03,20:31:00,پنج شنبه,نشست ,NULL,IRC,0,76,arrival,2023-03-23,2023-03-23,223,آسمان,35.68920135498047,51.31340026855469
223,OIII,OIGG,EPATZ,IRC844,ATR-72-500,1402-01-03,15:55:00,1402-01-03,20:31:00,پنج شنبه,پرواز كرد ,NULL,IRC,0,276,departure,2023-03-23,2023-03-23,224,آسمان,35.68920135498047,51.31340026855469
224,OIII,OIYY,EPAPO,IRC3744,737-700,1402-01-03,20:15:00,1402-01-03,20:30:00,پنج شنبه,پرواز كرد ,NULL,IRC,0,15,departure,2023-03-23,2023-03-23,225,آسمان,35.68920135498047,51.31340026855469
225,OITT,OIII,NULL,IRC641,100,1402-01-03,17:35:00,1402-01-03,20:15:00,پنجشنبه,پروازکرد20:15,NULL,EP,0,0,departure,2023-03-23,2023-03-23,226, آسمان,38.1338996887207,46.23500061035156
226,OIMM,OIZH,,IRC853,F100,1402-01-03,18:40:00,1402-01-03,20:14:00,پنج شنبه,پرواز كرد ,NULL,IRC,0,94,departure,2023-03-23,2023-03-23,227,آسمان,36.235198974609375,59.64099884033203
227,OITL,OIII,,IRC3711,B737,1402-01-03,20:00:00,1402-01-03,20:10:00,پنج شنبه,پرواز كرد ,NULL,IRC,0,10,departure,2023-03-23,2023-03-23,228,آسمان,38.3256988525,48.4244003296
228,OIII,OING,EPATZ,IRC632,ATR-72-500,1402-01-03,20:05:00,1402-01-03,20:05:00,پنج شنبه,در حال سوار شدن ,NULL,IRC,0,0,departure,2023-03-23,2023-03-23,229,آسمان,35.68920135498047,51.31340026855469
229,OIMM,OINZ,,IRC3972,F100,1402-01-03,15:55:00,1402-01-03,19:42:00,پنج شنبه,نشست ,NULL,IRC,0,227,arrival,2023-03-23,2023-03-23,230,آسمان,36.235198974609375,59.64099884033203
230,OITR,OIII,NULL,IRC3855,NULL,1402-01-03,19:30:00,1402-01-03,19:35:00,پنجشنبه,پروازکرد19:35,NULL,EP,0,0,departure,2023-03-23,2023-03-23,231, آسمان,37.6680984497,45.0686988831
231,OIII,OITT,NULL,IRC640,100,1402-01-03,17:05:00,1402-01-03,19:35:00,پنجشنبه, نشست19:35,NULL,EP,0,0,arrival,2023-03-23,2023-03-23,232, آسمان,35.68920135498047,51.31340026855469
232,OISS,OIMM,,IRC3850,F100,1402-01-03,17:45:00,1402-01-03,19:02:00,پنج شنبه,نشست ,NULL,IRC,0,77,arrival,2023-03-23,2023-03-23,233,آسمان,29.5392,52.589802
233,OIII,OITR,NULL,IRC3854,NULL,1402-01-03,18:45:00,1402-01-03,19:00:00,پنجشنبه, نشست19:00,NULL,EP,0,0,arrival,2023-03-23,2023-03-23,234, آسمان,35.68920135498047,51.31340026855469
234,OIII,OITT,EPATE,IRC640,F100,1402-01-03,15:50:00,1402-01-03,18:57:00,پنج شنبه,پرواز كرد ,NULL,IRC,0,187,departure,2023-03-23,2023-03-23,235,آسمان,35.68920135498047,51.31340026855469
235,OING,OIII,EPATZ,IRC631,ATR-72-500,1402-01-03,14:30:00,1402-01-03,18:52:00,پنج شنبه,نشست ,NULL,IRC,0,262,arrival,2023-03-23,2023-03-23,236,آسمان,36.9094009399,54.4012985229
236,OIII,OITL,EPATG,IRC3710,F100,1402-01-03,14:15:00,1402-01-03,18:51:00,پنج شنبه,پرواز كرد ,NULL,IRC,0,276,departure,2023-03-23,2023-03-23,237,آسمان,35.68920135498047,51.31340026855469
